YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,TAIL_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,TAXI_OUT,WHEELS_OFF,SCHEDULED_TIME,ELAPSED_TIME,AIR_TIME,DISTANCE,WHEELS_ON,TAXI_IN,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,DIVERTED,CANCELLED,CANCELLATION_REASON,AIR_SYSTEM_DELAY,SECURITY_DELAY,AIRLINE_DELAY,LATE_AIRCRAFT_DELAY,WEATHER_DELAY
2015,1,1,4,F9,365,NULL,MKE,DEN,0545,NULL,NULL,NULL,NULL,161,142,120,896,NULL,NULL,0726,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,F9,117,NULL,MSP,DEN,0545,NULL,NULL,NULL,NULL,129,128,104,680,NULL,NULL,0654,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,2926,NULL,CHS,DFW,0545,NULL,NULL,NULL,NULL,190,0,0,987,NULL,NULL,0755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,2599,NULL,DEN,LAX,0545,NULL,NULL,NULL,NULL,150,133,112,862,NULL,NULL,0715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5482,NULL,SBA,DEN,0545,NULL,NULL,NULL,NULL,154,167,134,916,NULL,NULL,0919,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6457,NULL,SMX,LAX,0545,NULL,NULL,NULL,NULL,66,0,0,134,NULL,NULL,0651,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,HA,218,NULL,HNL,KOA,0548,NULL,NULL,NULL,NULL,42,44,27,163,NULL,NULL,0630,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,515,NULL,BOS,BUF,0549,NULL,NULL,NULL,NULL,96,99,78,395,NULL,NULL,0725,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,228,NULL,PDX,EWR,0550,NULL,NULL,NULL,NULL,314,282,263,2434,NULL,NULL,1404,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,641,NULL,IND,PHX,0550,NULL,NULL,NULL,NULL,240,249,234,1488,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,495,NULL,LAX,DEN,0550,NULL,NULL,NULL,NULL,145,136,118,862,NULL,NULL,0915,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,507,NULL,CLE,IAH,0550,NULL,NULL,NULL,NULL,194,198,170,1091,NULL,NULL,0804,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1553,NULL,BOS,EWR,0550,NULL,NULL,NULL,NULL,88,67,46,200,NULL,NULL,0718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,403,NULL,DEN,PHX,0550,NULL,NULL,NULL,NULL,119,109,91,602,NULL,NULL,0749,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,446,NULL,MCI,PHX,0550,NULL,NULL,NULL,NULL,178,179,159,1044,NULL,NULL,0748,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1178,NULL,AUS,DFW,0550,NULL,NULL,NULL,NULL,60,61,36,190,NULL,NULL,0650,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,2410,NULL,LAX,DFW,0550,NULL,NULL,NULL,NULL,180,172,150,1235,NULL,NULL,1050,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,2453,NULL,GSP,ATL,0550,NULL,NULL,NULL,NULL,59,59,28,153,NULL,NULL,0649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,2228,NULL,MCO,EWR,0550,NULL,NULL,NULL,NULL,149,144,127,937,NULL,NULL,0819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4555,NULL,MCI,IAH,0550,NULL,NULL,NULL,NULL,135,138,110,643,NULL,NULL,0805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5698,NULL,BDL,IAD,0550,NULL,NULL,NULL,NULL,88,76,58,326,NULL,NULL,0718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3534,NULL,ABI,DFW,0550,NULL,NULL,NULL,NULL,55,0,0,158,NULL,NULL,0645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,4339,NULL,RIC,IAH,0550,NULL,NULL,NULL,NULL,205,220,195,1157,NULL,NULL,0815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6204,NULL,BFL,DEN,0550,NULL,NULL,NULL,NULL,150,164,125,845,NULL,NULL,0920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6261,NULL,SAT,SFO,0550,NULL,NULL,NULL,NULL,249,223,198,1482,NULL,NULL,0759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5160,NULL,OMA,IAH,0550,NULL,NULL,NULL,NULL,140,146,120,781,NULL,NULL,0810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,6224,NULL,RDM,DEN,0550,NULL,NULL,NULL,NULL,143,150,130,898,NULL,NULL,0913,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,860,NULL,FLL,BDL,0553,NULL,NULL,NULL,NULL,166,177,162,1173,NULL,NULL,0839,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5230,NULL,CID,ATL,0554,NULL,NULL,NULL,NULL,131,114,84,694,NULL,NULL,0905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,526,NULL,SFO,DEN,0555,NULL,NULL,NULL,NULL,150,150,132,967,NULL,NULL,0925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1222,NULL,MCO,LAX,0555,NULL,NULL,NULL,NULL,341,343,310,2218,NULL,NULL,0836,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1507,NULL,TPA,EWR,0555,NULL,NULL,NULL,NULL,156,149,131,997,NULL,NULL,0831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1094,NULL,SEA,DFW,0555,NULL,NULL,NULL,NULL,235,251,216,1660,NULL,NULL,1150,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1233,NULL,BOS,DFW,0555,NULL,NULL,NULL,NULL,275,269,243,1562,NULL,NULL,0930,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,115,NULL,SYR,JFK,0555,NULL,NULL,NULL,NULL,83,75,43,209,NULL,NULL,0718,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,185,NULL,ROC,JFK,0555,NULL,NULL,NULL,NULL,85,73,48,264,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,2519,NULL,TYR,DFW,0555,NULL,NULL,NULL,NULL,50,50,25,102,NULL,NULL,0645,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,3928,NULL,MCI,ORD,0555,NULL,NULL,NULL,NULL,94,83,58,403,NULL,NULL,0729,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,3941,NULL,LAN,ORD,0555,NULL,NULL,NULL,NULL,69,75,39,179,NULL,NULL,0604,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5976,NULL,BUF,EWR,0555,NULL,NULL,NULL,NULL,80,93,48,282,NULL,NULL,0715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,MQ,3161,NULL,XNA,DFW,0555,NULL,NULL,NULL,NULL,75,0,0,280,NULL,NULL,0710,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,EV,5677,NULL,GSO,EWR,0556,NULL,NULL,NULL,NULL,94,90,65,445,NULL,NULL,0730,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,NK,224,NULL,ORD,LGA,0556,NULL,NULL,NULL,NULL,124,160,92,733,NULL,NULL,0900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1457,NULL,LAX,IAH,0557,NULL,NULL,NULL,NULL,192,178,160,1379,NULL,NULL,1109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1205,NULL,EWR,MIA,0559,NULL,NULL,NULL,NULL,183,177,149,1085,NULL,NULL,0902,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,OO,5547,NULL,ONT,DEN,0559,NULL,NULL,NULL,NULL,141,138,123,819,NULL,NULL,0920,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,210,NULL,MSP,DEN,0600,NULL,NULL,NULL,NULL,139,120,100,680,NULL,NULL,0719,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,214,NULL,PBI,IAH,0600,NULL,NULL,NULL,NULL,170,172,146,956,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,247,NULL,PHX,IAH,0600,NULL,NULL,NULL,NULL,148,160,118,1009,NULL,NULL,0928,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,256,NULL,RSW,IAH,0600,NULL,NULL,NULL,NULL,156,155,133,861,NULL,NULL,0736,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,319,NULL,EWR,MCO,0600,NULL,NULL,NULL,NULL,173,152,135,937,NULL,NULL,0853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,374,NULL,OMA,ORD,0600,NULL,NULL,NULL,NULL,97,79,57,416,NULL,NULL,0737,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,635,NULL,SMF,PHX,0600,NULL,NULL,NULL,NULL,110,131,90,647,NULL,NULL,0850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,646,NULL,OAK,PHX,0600,NULL,NULL,NULL,NULL,115,125,88,646,NULL,NULL,0855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,1941,NULL,PVD,CLT,0600,NULL,NULL,NULL,NULL,139,130,114,683,NULL,NULL,0819,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,422,NULL,RNO,DEN,0600,NULL,NULL,NULL,NULL,130,147,120,804,NULL,NULL,0910,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,544,NULL,PIT,IAH,0600,NULL,NULL,NULL,NULL,195,197,175,1117,NULL,NULL,0815,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1016,NULL,DEN,IAH,0600,NULL,NULL,NULL,NULL,142,146,114,862,NULL,NULL,0922,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,4122,NULL,BOS,BWI,0600,NULL,NULL,NULL,NULL,105,83,63,369,NULL,NULL,0745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,4822,NULL,LAS,BWI,0600,NULL,NULL,NULL,NULL,270,243,230,2106,NULL,NULL,1330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,2215,NULL,ABQ,HOU,0600,NULL,NULL,NULL,NULL,120,135,103,759,NULL,NULL,0900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,676,NULL,PHX,SLC,0600,NULL,NULL,NULL,NULL,95,88,76,507,NULL,NULL,0735,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,2787,NULL,PIT,FLL,0600,NULL,NULL,NULL,NULL,170,145,132,994,NULL,NULL,0850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,4859,NULL,PVD,BWI,0600,NULL,NULL,NULL,NULL,100,81,63,327,NULL,NULL,0740,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,WN,597,NULL,SFO,ATL,0600,NULL,NULL,NULL,NULL,280,270,253,2139,NULL,NULL,1340,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1158,NULL,SFO,ORD,0600,NULL,NULL,NULL,NULL,257,256,222,1846,NULL,NULL,1217,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1163,NULL,MCO,EWR,0600,NULL,NULL,NULL,NULL,154,141,126,937,NULL,NULL,0834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1188,NULL,PDX,IAH,0600,NULL,NULL,NULL,NULL,244,242,224,1825,NULL,NULL,1204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1198,NULL,BOS,ORD,0600,NULL,NULL,NULL,NULL,173,165,146,867,NULL,NULL,0753,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1224,NULL,SFO,LAX,0600,NULL,NULL,NULL,NULL,88,72,52,337,NULL,NULL,0728,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1296,NULL,SAT,LAX,0600,NULL,NULL,NULL,NULL,207,188,170,1211,NULL,NULL,0727,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1431,NULL,BOS,LAX,0600,NULL,NULL,NULL,NULL,404,396,376,2611,NULL,NULL,0944,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1637,NULL,SEA,EWR,0600,NULL,NULL,NULL,NULL,311,291,268,2402,NULL,NULL,1411,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,UA,1735,NULL,LAX,ORD,0600,NULL,NULL,NULL,NULL,250,227,201,1744,NULL,NULL,1210,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,410,NULL,IAH,PHX,0600,NULL,NULL,NULL,NULL,170,173,155,1009,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,459,NULL,MCO,PHX,0600,NULL,NULL,NULL,NULL,281,294,273,1849,NULL,NULL,0841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,US,610,NULL,SFO,PHX,0600,NULL,NULL,NULL,NULL,114,120,87,651,NULL,NULL,0854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,72,NULL,DFW,MCO,0600,NULL,NULL,NULL,NULL,145,142,120,985,NULL,NULL,0925,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,196,NULL,MIA,PHL,0600,NULL,NULL,NULL,NULL,164,174,148,1013,NULL,NULL,0844,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,304,NULL,SLC,DFW,0600,NULL,NULL,NULL,NULL,170,181,137,989,NULL,NULL,0950,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,175,NULL,DCA,DFW,0600,NULL,NULL,NULL,NULL,215,0,0,1192,NULL,NULL,0835,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,281,NULL,MIA,DFW,0600,NULL,NULL,NULL,NULL,194,194,166,1121,NULL,NULL,0814,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,233,NULL,BWI,MIA,0600,NULL,NULL,NULL,NULL,163,151,124,946,NULL,NULL,0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1100,NULL,DFW,LGA,0600,NULL,NULL,NULL,NULL,190,191,154,1389,NULL,NULL,1010,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1103,NULL,LGA,DFW,0600,NULL,NULL,NULL,NULL,245,0,0,1389,NULL,NULL,0905,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1028,NULL,DEN,ORD,0600,NULL,NULL,NULL,NULL,155,127,106,888,NULL,NULL,0935,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1039,NULL,MCI,DFW,0600,NULL,NULL,NULL,NULL,105,102,80,460,NULL,NULL,0745,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1055,NULL,MCO,DFW,0600,NULL,NULL,NULL,NULL,185,0,0,985,NULL,NULL,0805,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1180,NULL,SFO,DFW,0600,NULL,NULL,NULL,NULL,210,0,0,1464,NULL,NULL,1130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1345,NULL,TUL,DFW,0600,NULL,NULL,NULL,NULL,75,68,48,237,NULL,NULL,0715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1297,NULL,LGA,MIA,0600,NULL,NULL,NULL,NULL,192,174,151,1096,NULL,NULL,0912,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1411,NULL,LIT,DFW,0600,NULL,NULL,NULL,NULL,80,75,56,304,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1084,NULL,MIA,LGA,0600,NULL,NULL,NULL,NULL,175,168,149,1096,NULL,NULL,0855,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1088,NULL,LAS,DFW,0600,NULL,NULL,NULL,NULL,160,170,128,1055,NULL,NULL,1040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1534,NULL,PDX,DFW,0600,NULL,NULL,NULL,NULL,225,226,206,1616,NULL,NULL,1145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1573,NULL,TPA,DFW,0600,NULL,NULL,NULL,NULL,170,156,139,929,NULL,NULL,0750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1660,NULL,SMF,DFW,0600,NULL,NULL,NULL,NULL,210,230,190,1431,NULL,NULL,1130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,2204,NULL,MSY,MIA,0600,NULL,NULL,NULL,NULL,109,101,82,675,NULL,NULL,0849,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,1515,NULL,LAX,ORD,0600,NULL,NULL,NULL,NULL,245,222,202,1744,NULL,NULL,1205,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,2307,NULL,OMA,DFW,0600,NULL,NULL,NULL,NULL,120,131,91,583,NULL,NULL,0800,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AA,2363,NULL,OKC,DFW,0600,NULL,NULL,NULL,NULL,65,85,39,175,NULL,NULL,0705,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,81,NULL,SEA,ANC,0600,NULL,NULL,NULL,NULL,234,224,195,1448,NULL,NULL,0854,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,162,NULL,FAI,ANC,0600,NULL,NULL,NULL,NULL,73,80,44,261,NULL,NULL,0713,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,200,NULL,SEA,SJC,0600,NULL,NULL,NULL,NULL,123,124,99,697,NULL,NULL,0803,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,342,NULL,SEA,OAK,0600,NULL,NULL,NULL,NULL,119,108,92,671,NULL,NULL,0759,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,406,NULL,PDX,SJC,0600,NULL,NULL,NULL,NULL,102,94,82,569,NULL,NULL,0742,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,477,NULL,LAX,SEA,0600,NULL,NULL,NULL,NULL,170,166,141,954,NULL,NULL,0850,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,631,NULL,PHX,SEA,0600,NULL,NULL,NULL,NULL,175,168,151,1107,NULL,NULL,0755,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,683,NULL,DEN,SEA,0600,NULL,NULL,NULL,NULL,190,167,137,1024,NULL,NULL,0810,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,AS,699,NULL,GEG,SEA,0600,NULL,NULL,NULL,NULL,75,80,42,224,NULL,NULL,0715,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,130,NULL,RSW,JFK,0600,NULL,NULL,NULL,NULL,161,162,141,1074,NULL,NULL,0841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,154,NULL,PBI,JFK,0600,NULL,NULL,NULL,NULL,154,164,141,1028,NULL,NULL,0834,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,353,NULL,JFK,PBI,0600,NULL,NULL,NULL,NULL,178,162,142,1028,NULL,NULL,0858,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,226,NULL,TPA,JFK,0600,NULL,NULL,NULL,NULL,151,153,130,1005,NULL,NULL,0831,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,272,NULL,FLL,LGA,0600,NULL,NULL,NULL,NULL,161,164,143,1076,NULL,NULL,0841,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,447,NULL,OAK,LGB,0600,NULL,NULL,NULL,NULL,80,78,60,353,NULL,NULL,0720,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,371,NULL,LGA,FLL,0600,NULL,NULL,NULL,NULL,183,177,150,1076,NULL,NULL,0903,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,583,NULL,JFK,MCO,0600,NULL,NULL,NULL,NULL,171,155,135,944,NULL,NULL,0851,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,605,NULL,EWR,FLL,0600,NULL,NULL,NULL,NULL,180,163,145,1065,NULL,NULL,0900,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,525,NULL,JFK,TPA,0600,NULL,NULL,NULL,NULL,181,186,157,1005,NULL,NULL,0901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,746,NULL,PSE,JFK,0600,NULL,NULL,NULL,NULL,241,239,225,1617,NULL,NULL,0901,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,776,NULL,MSY,JFK,0600,NULL,NULL,NULL,NULL,168,160,140,1182,NULL,NULL,0948,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,794,NULL,AUS,JFK,0600,NULL,NULL,NULL,NULL,203,194,175,1521,NULL,NULL,1023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,838,NULL,BQN,JFK,0600,NULL,NULL,NULL,NULL,232,246,225,1576,NULL,NULL,0852,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,892,NULL,TPA,BOS,0600,NULL,NULL,NULL,NULL,173,167,151,1185,NULL,NULL,0853,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,1678,NULL,JAX,JFK,0600,NULL,NULL,NULL,NULL,128,136,109,828,NULL,NULL,0808,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,B6,1790,NULL,DCA,BOS,0600,NULL,NULL,NULL,NULL,84,88,62,399,NULL,NULL,0724,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,421,NULL,JFK,ATL,0600,NULL,NULL,NULL,NULL,163,139,117,760,NULL,NULL,0843,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,731,NULL,LGA,DTW,0600,NULL,NULL,NULL,NULL,118,113,97,502,NULL,NULL,0758,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1,1,4,DL,743,NULL,RNO,SLC,0600,NULL,NULL,NULL,NULL,100,118,68,422,NULL,NULL,0840,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
